2025-06-17 16:52:19,218 - train.py - ckpt_root: output/cifar10_uvit_mid_2by2/ckpts
dataset:
  Cb_std: !!python/tuple
2025-06-18 07:59:25,358 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:00:07,986 - train.py - {'step': '123900', 'lr': '0.0002', 'loss': '0.0471179'}
2025-06-18 08:00:07,986 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:00:47,898 - train.py - {'step': '124000', 'lr': '0.0002', 'loss': '0.0283573'}
2025-06-18 08:00:47,898 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:01:32,120 - train.py - {'step': '124100', 'lr': '0.0002', 'loss': '0.0424392'}
2025-06-18 08:01:32,120 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:02:14,255 - train.py - {'step': '124200', 'lr': '0.0002', 'loss': '0.0384117'}
2025-06-18 08:02:14,256 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:02:56,490 - train.py - {'step': '124300', 'lr': '0.0002', 'loss': '0.0388983'}
2025-06-18 08:02:56,491 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:03:31,994 - train.py - {'step': '124400', 'lr': '0.0002', 'loss': '0.0364368'}
2025-06-18 08:03:31,994 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:04:18,935 - train.py - {'step': '124500', 'lr': '0.0002', 'loss': '0.0306508'}
2025-06-18 08:04:18,935 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:05:02,012 - train.py - {'step': '124600', 'lr': '0.0002', 'loss': '0.0485718'}
2025-06-18 08:05:02,013 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:05:44,681 - train.py - {'step': '124700', 'lr': '0.0002', 'loss': '0.0466451'}
2025-06-18 08:05:44,681 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:06:17,611 - train.py - {'step': '124800', 'lr': '0.0002', 'loss': '0.0413599'}
2025-06-18 08:06:17,611 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:07:07,715 - train.py - {'step': '124900', 'lr': '0.0002', 'loss': '0.045317'}
2025-06-18 08:07:07,715 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:07:50,568 - train.py - {'step': '125000', 'lr': '0.0002', 'loss': '0.0382798'}
2025-06-18 08:07:50,568 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:07:50,569 - train.py - Save a grid of 16 samples into output/cifar10_uvit_mid_2by2/samples/125000.png by DPM-Solver
2025-06-18 08:07:52,560 - train.py - Save and eval checkpoint 125000...
2025-06-18 08:07:54,520 - train.py - eval_step: n_samples=50000, sample_steps=50, algorithm=dpm_solver, mini_batch_size=500, samples save into data/scratch/samples_dpm
2025-06-18 08:15:57,623 - train.py - step=125000 fid50000=8.917062220324624
2025-06-18 08:16:12,168 - train.py - eval_step: n_samples=50000, sample_steps=100, algorithm=euler_maruyama_ode, mini_batch_size=500, samples save into data/scratch/samples_eulerODE
2025-06-18 08:28:46,973 - train.py - step=125000 fid50000=9.76750018212283
2025-06-18 08:29:38,313 - train.py - {'step': '125100', 'lr': '0.0002', 'loss': '0.0556758'}
2025-06-18 08:29:38,327 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:30:19,537 - train.py - {'step': '125200', 'lr': '0.0002', 'loss': '0.0620414'}
2025-06-18 08:30:19,537 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:31:02,322 - train.py - {'step': '125300', 'lr': '0.0002', 'loss': '0.0371496'}
2025-06-18 08:31:02,323 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:31:45,304 - train.py - {'step': '125400', 'lr': '0.0002', 'loss': '0.0571185'}
2025-06-18 08:31:45,304 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:32:28,198 - train.py - {'step': '125500', 'lr': '0.0002', 'loss': '0.037672'}
2025-06-18 08:32:28,198 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:33:09,838 - train.py - {'step': '125600', 'lr': '0.0002', 'loss': '0.0639689'}
2025-06-18 08:33:09,838 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:33:52,794 - train.py - {'step': '125700', 'lr': '0.0002', 'loss': '0.0462538'}
2025-06-18 08:33:52,794 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:34:35,700 - train.py - {'step': '125800', 'lr': '0.0002', 'loss': '0.055881'}
2025-06-18 08:34:35,701 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:35:18,941 - train.py - {'step': '125900', 'lr': '0.0002', 'loss': '0.0482144'}
2025-06-18 08:35:18,942 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:36:00,386 - train.py - {'step': '126000', 'lr': '0.0002', 'loss': '0.0395134'}
2025-06-18 08:36:00,386 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:36:43,210 - train.py - {'step': '126100', 'lr': '0.0002', 'loss': '0.0427499'}
2025-06-18 08:36:43,211 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:37:25,738 - train.py - {'step': '126200', 'lr': '0.0002', 'loss': '0.035907'}
2025-06-18 08:37:25,738 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:38:08,747 - train.py - {'step': '126300', 'lr': '0.0002', 'loss': '0.0412145'}
2025-06-18 08:38:08,747 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:38:49,965 - train.py - {'step': '126400', 'lr': '0.0002', 'loss': '0.0462194'}
2025-06-18 08:38:49,966 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:39:32,042 - train.py - {'step': '126500', 'lr': '0.0002', 'loss': '0.0453848'}
2025-06-18 08:39:32,042 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:40:14,431 - train.py - {'step': '126600', 'lr': '0.0002', 'loss': '0.0366144'}
2025-06-18 08:40:14,431 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:40:57,394 - train.py - {'step': '126700', 'lr': '0.0002', 'loss': '0.0434436'}
2025-06-18 08:40:57,394 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:41:38,882 - train.py - {'step': '126800', 'lr': '0.0002', 'loss': '0.0572298'}
2025-06-18 08:41:38,882 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:42:22,272 - train.py - {'step': '126900', 'lr': '0.0002', 'loss': '0.0440026'}
2025-06-18 08:42:22,273 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:43:05,080 - train.py - {'step': '127000', 'lr': '0.0002', 'loss': '0.0430485'}
2025-06-18 08:43:05,080 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:43:48,368 - train.py - {'step': '127100', 'lr': '0.0002', 'loss': '0.0413725'}
2025-06-18 08:43:48,368 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:44:29,710 - train.py - {'step': '127200', 'lr': '0.0002', 'loss': '0.0414259'}
2025-06-18 08:44:29,710 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:45:12,618 - train.py - {'step': '127300', 'lr': '0.0002', 'loss': '0.062777'}
2025-06-18 08:45:12,618 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:45:55,546 - train.py - {'step': '127400', 'lr': '0.0002', 'loss': '0.0414113'}
2025-06-18 08:45:55,549 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:46:37,656 - train.py - {'step': '127500', 'lr': '0.0002', 'loss': '0.0399'}
2025-06-18 08:46:37,656 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:47:19,217 - train.py - {'step': '127600', 'lr': '0.0002', 'loss': '0.0526435'}
2025-06-18 08:47:19,217 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:48:01,605 - train.py - {'step': '127700', 'lr': '0.0002', 'loss': '0.0418359'}
2025-06-18 08:48:01,605 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:48:44,014 - train.py - {'step': '127800', 'lr': '0.0002', 'loss': '0.0411852'}
2025-06-18 08:48:44,014 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:49:23,001 - train.py - {'step': '127900', 'lr': '0.0002', 'loss': '0.0380557'}
2025-06-18 08:49:23,001 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:50:07,614 - train.py - {'step': '128000', 'lr': '0.0002', 'loss': '0.0399933'}
2025-06-18 08:50:07,614 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:50:50,165 - train.py - {'step': '128100', 'lr': '0.0002', 'loss': '0.0384807'}
2025-06-18 08:50:50,165 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:51:33,473 - train.py - {'step': '128200', 'lr': '0.0002', 'loss': '0.0381483'}
2025-06-18 08:51:33,473 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:52:10,105 - train.py - {'step': '128300', 'lr': '0.0002', 'loss': '0.0608836'}
2025-06-18 08:52:10,105 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:52:57,915 - train.py - {'step': '128400', 'lr': '0.0002', 'loss': '0.0381396'}
2025-06-18 08:52:57,915 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:53:40,186 - train.py - {'step': '128500', 'lr': '0.0002', 'loss': '0.0407812'}
2025-06-18 08:53:40,187 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:54:22,395 - train.py - {'step': '128600', 'lr': '0.0002', 'loss': '0.0371983'}
2025-06-18 08:54:22,396 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:54:56,109 - train.py - {'step': '128700', 'lr': '0.0002', 'loss': '0.0508602'}
2025-06-18 08:54:56,110 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:55:46,539 - train.py - {'step': '128800', 'lr': '0.0002', 'loss': '0.0600823'}
2025-06-18 08:55:46,542 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:56:29,549 - train.py - {'step': '128900', 'lr': '0.0002', 'loss': '0.0391613'}
2025-06-18 08:56:29,549 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:57:11,746 - train.py - {'step': '129000', 'lr': '0.0002', 'loss': '0.0517548'}
2025-06-18 08:57:11,747 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:57:53,174 - train.py - {'step': '129100', 'lr': '0.0002', 'loss': '0.0423781'}
2025-06-18 08:57:53,174 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:58:35,554 - train.py - {'step': '129200', 'lr': '0.0002', 'loss': '0.0484715'}
2025-06-18 08:58:35,555 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:59:17,055 - train.py - {'step': '129300', 'lr': '0.0002', 'loss': '0.0506333'}
2025-06-18 08:59:17,056 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 08:59:59,289 - train.py - {'step': '129400', 'lr': '0.0002', 'loss': '0.0368237'}
2025-06-18 08:59:59,290 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:00:40,605 - train.py - {'step': '129500', 'lr': '0.0002', 'loss': '0.0501328'}
2025-06-18 09:00:40,606 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:01:23,350 - train.py - {'step': '129600', 'lr': '0.0002', 'loss': '0.0371527'}
2025-06-18 09:01:23,354 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:02:06,091 - train.py - {'step': '129700', 'lr': '0.0002', 'loss': '0.0493649'}
2025-06-18 09:02:06,092 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:02:48,025 - train.py - {'step': '129800', 'lr': '0.0002', 'loss': '0.042084'}
2025-06-18 09:02:48,026 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:03:29,490 - train.py - {'step': '129900', 'lr': '0.0002', 'loss': '0.040745'}
2025-06-18 09:03:29,490 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:04:11,903 - train.py - {'step': '130000', 'lr': '0.0002', 'loss': '0.0471358'}
2025-06-18 09:04:11,904 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:04:54,497 - train.py - {'step': '130100', 'lr': '0.0002', 'loss': '0.0333825'}
2025-06-18 09:04:54,497 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:05:36,903 - train.py - {'step': '130200', 'lr': '0.0002', 'loss': '0.0380797'}
2025-06-18 09:05:36,903 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:06:18,111 - train.py - {'step': '130300', 'lr': '0.0002', 'loss': '0.0452863'}
2025-06-18 09:06:18,111 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:07:00,567 - train.py - {'step': '130400', 'lr': '0.0002', 'loss': '0.0337618'}
2025-06-18 09:07:00,568 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:07:42,824 - train.py - {'step': '130500', 'lr': '0.0002', 'loss': '0.0337449'}
2025-06-18 09:07:42,827 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:08:24,895 - train.py - {'step': '130600', 'lr': '0.0002', 'loss': '0.0485235'}
2025-06-18 09:08:24,899 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:09:05,404 - train.py - {'step': '130700', 'lr': '0.0002', 'loss': '0.0417596'}
2025-06-18 09:09:05,407 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:09:48,334 - train.py - {'step': '130800', 'lr': '0.0002', 'loss': '0.058329'}
2025-06-18 09:09:48,334 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:10:31,597 - train.py - {'step': '130900', 'lr': '0.0002', 'loss': '0.0435789'}
2025-06-18 09:10:31,597 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:11:15,033 - train.py - {'step': '131000', 'lr': '0.0002', 'loss': '0.0400939'}
2025-06-18 09:11:15,034 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:11:56,096 - train.py - {'step': '131100', 'lr': '0.0002', 'loss': '0.0536061'}
2025-06-18 09:11:56,096 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:12:38,266 - train.py - {'step': '131200', 'lr': '0.0002', 'loss': '0.0408637'}
2025-06-18 09:12:38,267 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:13:21,206 - train.py - {'step': '131300', 'lr': '0.0002', 'loss': '0.0428184'}
2025-06-18 09:13:21,206 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:14:02,438 - train.py - {'step': '131400', 'lr': '0.0002', 'loss': '0.0663062'}
2025-06-18 09:14:02,438 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:14:44,267 - train.py - {'step': '131500', 'lr': '0.0002', 'loss': '0.0521578'}
2025-06-18 09:14:44,268 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:15:27,620 - train.py - {'step': '131600', 'lr': '0.0002', 'loss': '0.0557969'}
2025-06-18 09:15:27,621 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:16:10,367 - train.py - {'step': '131700', 'lr': '0.0002', 'loss': '0.0499182'}
2025-06-18 09:16:10,367 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:16:49,523 - train.py - {'step': '131800', 'lr': '0.0002', 'loss': '0.0600835'}
2025-06-18 09:16:49,523 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:17:33,924 - train.py - {'step': '131900', 'lr': '0.0002', 'loss': '0.041754'}
2025-06-18 09:17:33,924 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:18:16,427 - train.py - {'step': '132000', 'lr': '0.0002', 'loss': '0.0595823'}
2025-06-18 09:18:16,427 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:18:57,981 - train.py - {'step': '132100', 'lr': '0.0002', 'loss': '0.0401139'}
2025-06-18 09:18:57,984 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:19:33,933 - train.py - {'step': '132200', 'lr': '0.0002', 'loss': '0.0596234'}
2025-06-18 09:19:33,933 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:20:21,604 - train.py - {'step': '132300', 'lr': '0.0002', 'loss': '0.0450512'}
2025-06-18 09:20:21,604 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:21:04,779 - train.py - {'step': '132400', 'lr': '0.0002', 'loss': '0.0486696'}
2025-06-18 09:21:04,780 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:21:46,391 - train.py - {'step': '132500', 'lr': '0.0002', 'loss': '0.0500344'}
2025-06-18 09:21:46,391 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:22:19,345 - train.py - {'step': '132600', 'lr': '0.0002', 'loss': '0.0355468'}
2025-06-18 09:22:19,346 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:23:09,135 - train.py - {'step': '132700', 'lr': '0.0002', 'loss': '0.0438924'}
2025-06-18 09:23:09,139 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:23:51,142 - train.py - {'step': '132800', 'lr': '0.0002', 'loss': '0.0460172'}
2025-06-18 09:23:51,143 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:24:34,066 - train.py - {'step': '132900', 'lr': '0.0002', 'loss': '0.0477019'}
2025-06-18 09:24:34,066 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:25:14,877 - train.py - {'step': '133000', 'lr': '0.0002', 'loss': '0.0652414'}
2025-06-18 09:25:14,878 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:25:57,374 - train.py - {'step': '133100', 'lr': '0.0002', 'loss': '0.0314153'}
2025-06-18 09:25:57,374 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:26:39,926 - train.py - {'step': '133200', 'lr': '0.0002', 'loss': '0.0447603'}
2025-06-18 09:26:39,930 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:27:22,594 - train.py - {'step': '133300', 'lr': '0.0002', 'loss': '0.0440747'}
2025-06-18 09:27:22,594 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:28:03,429 - train.py - {'step': '133400', 'lr': '0.0002', 'loss': '0.0476978'}
2025-06-18 09:28:03,430 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:28:46,142 - train.py - {'step': '133500', 'lr': '0.0002', 'loss': '0.0503169'}
2025-06-18 09:28:46,142 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:29:28,879 - train.py - {'step': '133600', 'lr': '0.0002', 'loss': '0.0508009'}
2025-06-18 09:29:28,879 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:30:11,943 - train.py - {'step': '133700', 'lr': '0.0002', 'loss': '0.0402447'}
2025-06-18 09:30:11,943 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:30:53,057 - train.py - {'step': '133800', 'lr': '0.0002', 'loss': '0.0425925'}
2025-06-18 09:30:53,058 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:31:35,834 - train.py - {'step': '133900', 'lr': '0.0002', 'loss': '0.0460101'}
2025-06-18 09:31:35,834 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:32:18,390 - train.py - {'step': '134000', 'lr': '0.0002', 'loss': '0.0471811'}
2025-06-18 09:32:18,391 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:33:00,356 - train.py - {'step': '134100', 'lr': '0.0002', 'loss': '0.0451763'}
2025-06-18 09:33:00,356 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:33:42,053 - train.py - {'step': '134200', 'lr': '0.0002', 'loss': '0.048197'}
2025-06-18 09:33:42,053 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:34:24,635 - train.py - {'step': '134300', 'lr': '0.0002', 'loss': '0.0608643'}
2025-06-18 09:34:24,635 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:35:07,658 - train.py - {'step': '134400', 'lr': '0.0002', 'loss': '0.0504784'}
2025-06-18 09:35:07,658 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:35:49,391 - train.py - {'step': '134500', 'lr': '0.0002', 'loss': '0.0559323'}
2025-06-18 09:35:49,394 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:36:30,803 - train.py - {'step': '134600', 'lr': '0.0002', 'loss': '0.0473505'}
2025-06-18 09:36:30,803 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:37:13,923 - train.py - {'step': '134700', 'lr': '0.0002', 'loss': '0.0523725'}
2025-06-18 09:37:13,924 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:37:55,883 - train.py - {'step': '134800', 'lr': '0.0002', 'loss': '0.0577418'}
2025-06-18 09:37:55,883 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:38:39,056 - train.py - {'step': '134900', 'lr': '0.0002', 'loss': '0.0457581'}
2025-06-18 09:38:39,057 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:39:20,579 - train.py - {'step': '135000', 'lr': '0.0002', 'loss': '0.0320921'}
2025-06-18 09:39:20,579 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:40:03,848 - train.py - {'step': '135100', 'lr': '0.0002', 'loss': '0.031857'}
2025-06-18 09:40:03,849 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:40:46,849 - train.py - {'step': '135200', 'lr': '0.0002', 'loss': '0.0488795'}
2025-06-18 09:40:46,853 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:41:28,844 - train.py - {'step': '135300', 'lr': '0.0002', 'loss': '0.0436389'}
2025-06-18 09:41:28,845 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:42:10,681 - train.py - {'step': '135400', 'lr': '0.0002', 'loss': '0.0428208'}
2025-06-18 09:42:10,681 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:42:53,489 - train.py - {'step': '135500', 'lr': '0.0002', 'loss': '0.0494811'}
2025-06-18 09:42:53,489 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:43:36,623 - train.py - {'step': '135600', 'lr': '0.0002', 'loss': '0.0418311'}
2025-06-18 09:43:36,623 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:44:15,705 - train.py - {'step': '135700', 'lr': '0.0002', 'loss': '0.0518504'}
2025-06-18 09:44:15,706 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:44:59,715 - train.py - {'step': '135800', 'lr': '0.0002', 'loss': '0.0513521'}
2025-06-18 09:44:59,715 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:45:42,463 - train.py - {'step': '135900', 'lr': '0.0002', 'loss': '0.0459936'}
2025-06-18 09:45:42,463 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:46:24,456 - train.py - {'step': '136000', 'lr': '0.0002', 'loss': '0.0489673'}
2025-06-18 09:46:24,456 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:47:00,807 - train.py - {'step': '136100', 'lr': '0.0002', 'loss': '0.0447216'}
2025-06-18 09:47:00,807 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:47:47,774 - train.py - {'step': '136200', 'lr': '0.0002', 'loss': '0.044435'}
2025-06-18 09:47:47,774 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:48:30,798 - train.py - {'step': '136300', 'lr': '0.0002', 'loss': '0.033577'}
2025-06-18 09:48:30,799 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:49:12,883 - train.py - {'step': '136400', 'lr': '0.0002', 'loss': '0.0525283'}
2025-06-18 09:49:12,883 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:49:47,166 - train.py - {'step': '136500', 'lr': '0.0002', 'loss': '0.0423867'}
2025-06-18 09:49:47,166 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:50:38,505 - train.py - {'step': '136600', 'lr': '0.0002', 'loss': '0.0426986'}
2025-06-18 09:50:38,506 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:51:20,208 - train.py - {'step': '136700', 'lr': '0.0002', 'loss': '0.0305158'}
2025-06-18 09:51:20,208 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:52:02,589 - train.py - {'step': '136800', 'lr': '0.0002', 'loss': '0.0475435'}
2025-06-18 09:52:02,589 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:52:44,616 - train.py - {'step': '136900', 'lr': '0.0002', 'loss': '0.035303'}
2025-06-18 09:52:44,617 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:53:27,156 - train.py - {'step': '137000', 'lr': '0.0002', 'loss': '0.0384352'}
2025-06-18 09:53:27,156 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:54:09,325 - train.py - {'step': '137100', 'lr': '0.0002', 'loss': '0.0475261'}
2025-06-18 09:54:09,325 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:54:51,015 - train.py - {'step': '137200', 'lr': '0.0002', 'loss': '0.0303799'}
2025-06-18 09:54:51,015 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:55:32,019 - train.py - {'step': '137300', 'lr': '0.0002', 'loss': '0.0296778'}
2025-06-18 09:55:32,020 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:56:14,649 - train.py - {'step': '137400', 'lr': '0.0002', 'loss': '0.0598077'}
2025-06-18 09:56:14,649 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:56:57,674 - train.py - {'step': '137500', 'lr': '0.0002', 'loss': '0.040948'}
2025-06-18 09:56:57,675 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:57:39,997 - train.py - {'step': '137600', 'lr': '0.0002', 'loss': '0.0496538'}
2025-06-18 09:57:39,998 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:58:21,079 - train.py - {'step': '137700', 'lr': '0.0002', 'loss': '0.0467466'}
2025-06-18 09:58:21,079 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:59:03,776 - train.py - {'step': '137800', 'lr': '0.0002', 'loss': '0.0319034'}
2025-06-18 09:59:03,776 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 09:59:46,351 - train.py - {'step': '137900', 'lr': '0.0002', 'loss': '0.0405142'}
2025-06-18 09:59:46,351 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:00:29,283 - train.py - {'step': '138000', 'lr': '0.0002', 'loss': '0.0517269'}
2025-06-18 10:00:29,283 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:01:10,667 - train.py - {'step': '138100', 'lr': '0.0002', 'loss': '0.0513578'}
2025-06-18 10:01:10,667 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:01:53,379 - train.py - {'step': '138200', 'lr': '0.0002', 'loss': '0.0433613'}
2025-06-18 10:01:53,379 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:02:35,450 - train.py - {'step': '138300', 'lr': '0.0002', 'loss': '0.0582336'}
2025-06-18 10:02:35,450 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:03:18,191 - train.py - {'step': '138400', 'lr': '0.0002', 'loss': '0.0428329'}
2025-06-18 10:03:18,191 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:03:59,423 - train.py - {'step': '138500', 'lr': '0.0002', 'loss': '0.0618372'}
2025-06-18 10:03:59,424 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:04:42,439 - train.py - {'step': '138600', 'lr': '0.0002', 'loss': '0.0494172'}
2025-06-18 10:04:42,439 - train.py - output/cifar10_uvit_mid_2by2
2025-06-18 10:05:25,320 - train.py - {'step': '138700', 'lr': '0.0002', 'loss': '0.0417058'}
2025-06-18 10:05:25,321 - train.py - output/cifar10_uvit_mid_2by2
